"DATE","TOTAL_CASES","NEW_CASES","TOTAL_CONFIRMED","NEW_CONFIRMED","TOTAL_PROBABLE","NEW_PROBABLE","POS_TESTS","NEW_POS_TESTS","NEG_TESTS","NEW_NEG_TESTS","TOTAL_TESTS","NEW_TESTS","NEW_DEATHS","TOTAL_DEATHS","NEW_HOSPITALIZED","TOTAL_HOSPITALIZED","TOTAL_DEATHS_BY_DOD","Region","Population","New_cases_per_100k_per_week","PositivityRate_per_week","Tests_per_100k","New_cases_per_100k","PositivityPercentage_per_week"
2023-02-22,888727,508,627071,212,261656,296,677629,216,3064486,994,3742115,1210,11,11197,3,19510,11253,"East TN",2455501,123.600031113813,0.182901035288879,49.2771128987526,20.6882424401375,18.2901035288879
2023-02-23,889194,467,627281,210,261913,257,677851,222,3065782,1296,3743633,1518,3,11200,4,19514,11255,"East TN",2455501,120.342040178359,0.177260122018857,61.8203780002533,19.0185220857169,17.7260122018857
2023-02-24,889623,429,627453,172,262170,257,678039,188,3066737,955,3744776,1143,5,11205,4,19518,11255,"East TN",2455501,118.06144652354,0.172526851328434,46.5485454903093,17.4709763913759,17.2526851328434
2023-02-25,889763,140,627560,107,262203,33,678151,112,3067385,648,3745536,760,0,11205,1,19519,11257,"East TN",2455501,117.124774129597,0.171166125238042,30.9509138868198,5.70148413704576,17.1166125238042
2023-02-26,889843,80,627610,50,262233,30,678205,54,3067775,390,3745980,444,0,11205,3,19522,11258,"East TN",2455501,111.301115332472,0.170538243626062,18.0818496917737,3.25799093545472,17.0538243626062
2023-02-27,890353,510,627842,232,262511,278,678448,243,3069172,1397,3747620,1640,2,11207,4,19526,11259,"East TN",2455501,107.350801323233,0.161574129116633,66.7888141768218,20.7696922135238,16.1574129116633
2023-02-28,890799,446,628000,158,262799,288,678610,162,3070026,854,3748636,1016,0,11207,9,19535,11261,"East TN",2455501,105.070207668415,0.154831199068685,41.3764848802749,18.1632994651601,15.4831199068685
2023-03-01,891053,254,628131,131,262922,123,678748,138,3070862,836,3749610,974,7,11214,7,19542,11264,"East TN",2455501,94.726086448346,0.149299533022015,39.6660396391612,10.3441212200687,14.9299533022015
2023-03-02,891427,374,628284,153,263143,221,678906,158,3071937,1075,3750843,1233,4,11218,3,19545,11267,"East TN",2455501,90.9386719858799,0.146324549237171,50.2137852926959,15.2311076232508,14.6324549237171
2023-03-03,891710,283,628389,105,263321,178,679011,105,3072833,896,3751844,1001,14,11232,9,19554,11269,"East TN",2455501,84.992838528675,0.137521222410866,40.7656115798772,11.5251429341711,13.7521222410866
2023-03-04,891773,63,628428,39,263345,24,679055,44,3073241,408,3752296,452,0,11232,4,19558,11272,"East TN",2455501,81.8570222532998,0.133727810650888,18.4076487853192,2.56566786167059,13.3727810650888
2023-03-05,891886,113,628478,50,263408,63,679113,58,3073732,491,3752845,549,1,11233,4,19562,11272,"East TN",2455501,83.2009435141749,0.132265112891479,22.357962794558,4.60191219632979,13.2265112891479
2023-03-06,892249,363,628652,174,263597,189,679293,180,3074727,995,3754020,1175,0,11233,6,19568,11275,"East TN",2455501,77.2143851702769,0.13203125,47.8517418644912,14.7831338696258,13.203125
2023-03-07,892486,237,628756,104,263730,133,679400,107,3075544,817,3754944,924,0,11233,4,19572,11277,"East TN",2455501,68.7028838514014,0.125237793278377,37.629795304502,9.65179814628461,12.5237793278377
2023-03-08,892710,224,628846,90,263864,134,679497,97,3076456,912,3755953,1009,10,11243,1,19573,11277,"East TN",2455501,67.4811372506059,0.118082926060224,41.0914106734227,9.12237461927322,11.8082926060224
2023-03-09,892937,227,628976,130,263961,97,679635,138,3077373,917,3757008,1055,0,11243,5,19578,11278,"East TN",2455501,61.4945789067078,0.118248175182482,42.9647554613091,9.24454927935277,11.8248175182482
2023-03-10,893160,223,629104,128,264056,95,679770,135,3078302,929,3758072,1064,0,11243,3,19581,11281,"East TN",2455501,59.0510857051168,0.121868978805395,43.3312794415478,9.08164973258003,12.1868978805395
2023-03-11,893229,69,629134,30,264095,39,679801,31,3078710,408,3758511,439,0,11243,2,19583,11283,"East TN",2455501,59.2954350252759,0.120032180209171,17.8782252583078,2.8100171818297,12.0032180209171
2023-03-12,893302,73,629165,31,264137,42,679832,31,3079225,515,3759057,546,0,11243,2,19585,11286,"East TN",2455501,57.6664395575485,0.115743721828719,22.2357881344785,2.97291672860243,11.5743721828719
2023-03-13,893480,178,629283,118,264197,60,679966,134,3080118,893,3760084,1027,2,11245,1,19586,11289,"East TN",2455501,50.1323355193095,0.110982849604222,41.8244586339,7.24902983138675,11.0982849604222
2023-03-14,893679,199,629366,83,264313,116,680049,83,3080861,743,3760910,826,7,11252,2,19588,11292,"East TN",2455501,48.5847898249685,0.108783104257459,33.63875640857,8.10425245194362,10.8783104257459
2023-03-15,893897,218,629470,104,264427,114,680157,108,3081782,921,3761939,1029,3,11255,5,19593,11292,"East TN",2455501,48.3404405048094,0.110257266956231,41.9059084072863,8.87802529911411,11.0257266956231
2023-03-16,894119,222,629583,113,264536,109,680275,118,3082825,1043,3763100,1161,0,11255,1,19594,11293,"East TN",2455501,48.1368160713435,0.10505581089954,47.2815934507866,9.04092484588685,10.505581089954
2023-03-17,894336,217,629690,107,264646,110,680382,107,3083486,661,3763868,768,1,11256,7,19601,11296,"East TN",2455501,47.8924667511844,0.105590062111801,31.2767129803653,8.83730041242093,10.5590062111801
2023-03-18,894390,54,629728,38,264662,16,680418,36,3083935,449,3764353,485,0,11256,4,19605,11301,"East TN",2455501,47.2815934507866,0.105614515576857,19.7515700461942,2.19914388143194,10.5614515576857
2023-03-19,894433,43,629757,29,264676,14,680451,33,3084292,357,3764743,390,0,11256,2,19607,11302,"East TN",2455501,46.0598468499911,0.108863876187126,15.8827058103418,1.75117012780691,10.8863876187126
2023-03-20,894689,256,629869,112,264820,144,680575,124,3085201,909,3765776,1033,0,11256,3,19610,11306,"East TN",2455501,49.2363880120595,0.106992269852424,42.0688079540591,10.4255709934551,10.6992269852424
2023-03-21,894913,224,629977,108,264936,116,680687,112,3086226,1025,3766913,1137,3,11259,2,19612,11311,"East TN",2455501,50.254510179389,0.106280193236715,46.3041961701502,9.12237461927322,10.6280193236715
2023-03-22,895138,225,630069,92,265069,133,680777,90,3086835,609,3767612,699,0,11259,3,19615,11312,"East TN",2455501,50.5395843862413,0.109289617486339,28.4666957985356,9.1630995059664,10.9289617486339
2023-03-23,895400,262,630203,134,265197,128,680911,134,3087938,1103,3768849,1237,1,11260,3,19618,11313,"East TN",2455501,52.1685798539687,0.110627935293094,50.3766848394686,10.6699203136142,11.0627935293094
2023-03-24,895603,203,630296,93,265307,110,681008,97,3088682,744,3769690,841,1,11261,3,19621,11316,"East TN",2455501,51.5984314402641,0.107523187907935,34.2496297089677,8.26715199871635,10.7523187907935
2023-03-25,895678,75,630327,31,265351,44,681040,32,3089080,398,3770120,430,0,11261,1,19622,11316,"East TN",2455501,52.453654060821,0.107855037281082,17.5117012780691,3.0543665019888,10.7855037281082
2023-03-26,895765,87,630387,60,265378,27,681103,63,3089591,511,3770694,574,0,11261,2,19624,11318,"East TN",2455501,54.2455490753211,0.109561418249034,23.3760849618876,3.54306514230701,10.9561418249034
2023-03-27,895969,204,630477,90,265492,114,681196,93,3090257,666,3771453,759,0,11261,2,19626,11318,"East TN",2455501,52.1278549672755,0.109388761669896,30.9101890001267,8.30787688540954,10.9388761669896
2023-03-28,896195,226,630584,107,265611,119,681309,113,3090855,598,3772164,711,12,11273,5,19631,11318,"East TN",2455501,52.2093047406619,0.118453627880404,28.9553944388538,9.20382439265958,11.8453627880404
2023-03-29,896358,163,630652,68,265706,95,681383,74,3091616,761,3772999,835,11,11284,3,19634,11319,"East TN",2455501,49.6843617656845,0.112493038797104,34.0052803888086,6.63815653098899,11.2493038797104
2023-03-30,896515,157,630715,63,265800,94,681445,62,3092277,661,3773722,723,2,11286,2,19636,11320,"East TN",2455501,45.4082486629002,0.109583418838498,29.444093079172,6.39380721082989,10.9583418838498
2023-03-31,896697,182,630806,91,265891,91,681539,94,3093388,1111,3774927,1205,0,11286,1,19637,11323,"East TN",2455501,44.5530260423433,0.101393927821272,49.0734884652867,7.41192937815949,10.1393927821272
2023-04-01,896739,42,630830,24,265909,18,681567,28,3093676,288,3775243,316,0,11286,1,19638,11325,"East TN",2455501,43.2091047814682,0.10286941245364,12.8690641950461,1.71044524111373,10.286941245364
2023-04-02,896815,76,630859,29,265956,47,681600,33,3094125,449,3775725,482,0,11286,2,19640,11327,"East TN",2455501,42.7611310278432,0.0987875173921686,19.6293953861147,3.09509138868198,9.87875173921686
2023-04-03,896983,168,630941,82,266042,86,681684,84,3094894,769,3776578,853,0,11286,1,19641,11328,"East TN",2455501,41.2950351068886,0.095219512195122,34.738328349286,6.84178096445491,9.5219512195122
2023-04-04,897141,158,631017,76,266124,82,681766,82,3095748,854,3777514,936,10,11296,3,19644,11332,"East TN",2455501,38.5257428117521,0.0854205607476635,38.1184939448202,6.43453209752307,8.54205607476636
2023-04-05,897324,183,631126,109,266198,74,681884,118,3096608,860,3778492,978,1,11297,6,19650,11333,"East TN",2455501,39.3402405456157,0.091206990715456,39.828939185934,7.45265426485267,9.1206990715456
2023-04-06,897474,150,631203,77,266271,73,681970,86,3097285,677,3779255,763,0,11297,1,19651,11336,"East TN",2455501,39.0551663387635,0.094885234050244,31.0730885468994,6.1087330039776,9.4885234050244
2023-04-07,897548,74,631234,31,266314,43,682003,33,3097896,611,3779899,644,0,11297,0,19651,11338,"East TN",2455501,34.6568785758996,0.0933226065969429,26.2268270304105,3.01364161529562,9.33226065969429
2023-04-08,897604,56,631270,36,266334,20,682041,38,3098314,418,3780355,456,0,11297,2,19653,11339,"East TN",2455501,35.2270269896042,0.0927230046948357,18.5705483320919,2.2805936548183,9.27230046948357
2023-04-09,897671,67,631293,23,266378,44,682065,24,3098661,347,3780726,371,1,11298,3,19656,11343,"East TN",2455501,34.8605030093655,0.0929814037192561,15.1089329631713,2.72856740844333,9.29814037192561
2023-04-10,897818,147,631392,99,266426,48,682172,107,3099308,647,3781480,754,1,11299,0,19656,11344,"East TN",2455501,34.0052803888086,0.0995512035903713,30.7065645666607,5.98655834389805,9.95512035903713
2023-04-11,897969,151,631453,61,266516,90,682234,62,3099833,525,3782067,587,4,11303,3,19659,11344,"East TN",2455501,33.7202061819563,0.102789369646387,23.905508488899,6.14945789067078,10.2789369646387
2023-04-12,898121,152,631538,85,266583,67,682325,91,3100662,829,3782987,920,7,11310,5,19664,11345,"East TN",2455501,32.4577346944676,0.0981090100111235,37.4668957577293,6.19018277736397,9.81090100111235
2023-04-13,898233,112,631597,59,266636,53,682384,59,3101346,684,3783730,743,1,11311,2,19666,11345,"East TN",2455501,30.9101890001267,0.0925139664804469,30.2585908130357,4.56118730963661,9.25139664804469
2023-04-14,898374,141,631663,66,266711,75,682452,68,3102054,708,3784506,776,0,11311,2,19668,11346,"East TN",2455501,33.63875640857,0.0974603863685696,31.6025120739108,5.74220902373894,9.74603863685696
2023-04-15,898428,54,631692,29,266736,25,682483,31,3102396,342,3784879,373,0,11311,1,19669,11348,"East TN",2455501,33.5573066351836,0.0977011494252874,15.1903827365576,2.19914388143194,9.77011494252874
2023-04-16,898461,33,631713,21,266748,12,682503,20,3102902,506,3785405,526,0,11311,0,19669,11348,"East TN",2455501,32.1726604876154,0.0936097456721522,21.4212904006148,1.34392126087507,9.36097456721522
2023-04-17,898589,128,631768,55,266821,73,682556,53,3103345,443,3785901,496,0,11311,0,19669,11352,"East TN",2455501,31.3988876404449,0.0868581768830581,20.1995437998193,5.21278549672755,8.68581768830581
2023-04-18,898714,125,631840,72,266874,53,682632,76,3103999,654,3786631,730,1,11312,1,19670,11352,"East TN",2455501,30.3400405864221,0.0872042068361087,29.7291672860243,5.090610836648,8.72042068361087
2023-04-19,898843,129,631906,66,266937,63,682706,74,3104925,926,3787631,1000,1,11313,3,19673,11353,"East TN",2455501,29.4033681924788,0.0820413436692506,40.724886693184,5.25351038342074,8.20413436692506
2023-04-20,898944,101,631964,58,266980,43,682771,65,3105636,711,3788407,776,1,11314,4,19677,11354,"East TN",2455501,28.9553944388538,0.0827453495830661,31.6025120739108,4.11321355601158,8.27453495830661
2023-04-21,899041,97,632005,41,267036,56,682815,44,3106229,593,3789044,637,0,11314,3,19680,11356,"East TN",2455501,27.1634994243537,0.0799911855442926,25.9417528235582,3.95031400923885,7.99911855442926
2023-04-22,899074,33,632022,17,267052,16,682831,16,3106467,238,3789298,254,0,11314,1,19681,11358,"East TN",2455501,26.3082768037969,0.0787508486082824,10.3441212200687,1.34392126087507,7.87508486082824
2023-04-23,899130,56,632052,30,267078,26,682863,32,3107088,621,3789951,653,0,11314,1,19682,11358,"East TN",2455501,27.2449491977401,0.0791904971403432,26.5933510106491,2.2805936548183,7.91904971403432
2023-04-24,899225,95,632106,54,267119,41,682919,56,3107715,627,3790634,683,0,11314,2,19684,11360,"East TN",2455501,25.901027936865,0.0766955419395732,27.8150976114447,3.86886423585248,7.66955419395732
2023-04-25,899318,93,632149,43,267169,50,682964,45,3108252,537,3791216,582,13,11327,3,19687,11360,"East TN",2455501,24.5978315626831,0.0724100327153762,23.7018840554331,3.78741446246611,7.24100327153762
2023-04-26,899414,96,632192,43,267222,53,683007,43,3108732,480,3791739,523,0,11327,2,19689,11361,"East TN",2455501,23.2539103018081,0.0732716650438169,21.2991157405352,3.90958912254566,7.32716650438169
2023-04-27,899534,120,632259,67,267275,53,683071,64,3109514,782,3792585,846,0,11327,0,19689,11362,"East TN",2455501,24.0276831489786,0.0718046912398277,34.4532541424337,4.88698640318208,7.18046912398277
2023-04-28,899608,74,632291,32,267317,42,683104,33,3110118,604,3793222,637,0,11327,2,19691,11362,"East TN",2455501,23.0910107550353,0.069171852561034,25.9417528235582,3.01364161529562,6.9171852561034
2023-04-29,899644,36,632308,17,267336,19,683121,17,3110420,302,3793541,319,0,11327,3,19694,11365,"East TN",2455501,23.2131854151149,0.0683478670751827,12.9912388551257,1.46609592095462,6.83478670751827
2023-04-30,899692,48,632342,34,267350,14,683156,35,3110855,435,3794011,470,1,11328,1,19695,11367,"East TN",2455501,22.8873863215694,0.0721674876847291,19.1406967457965,1.95479456127283,7.21674876847291
2023-05-01,899823,131,632416,74,267407,57,683223,67,3111668,813,3794891,880,2,11330,3,19698,11370,"East TN",2455501,24.353482242524,0.0714117923420249,35.8379002900019,5.3349601568071,7.14117923420249
2023-05-02,899912,89,632458,42,267454,47,683265,42,3112194,526,3795459,568,4,11334,1,19699,11372,"East TN",2455501,24.1905826957513,0.0709403723780344,23.1317356417285,3.62451491569338,7.09403723780344
2023-05-03,900005,93,632510,52,267495,41,683316,51,3112836,642,3796152,693,1,11335,1,19700,11375,"East TN",2455501,24.0684080356717,0.0700203942895989,28.2223464783765,3.78741446246611,7.00203942895989
2023-05-04,900103,98,632547,37,267556,61,683351,35,3113322,486,3796673,521,3,11338,2,19702,11375,"East TN",2455501,23.1724605284217,0.0684931506849315,21.2176659671489,3.99103889593203,6.84931506849315
2023-05-05,900190,87,632597,50,267593,37,683400,49,3113960,638,3797360,687,0,11338,3,19705,11375,"East TN",2455501,23.7018840554331,0.0715321411309812,27.9779971582174,3.54306514230701,7.15321411309812
2023-05-06,900241,51,632638,41,267603,10,683442,42,3114481,521,3797923,563,0,11338,0,19705,11375,"East TN",2455501,24.3127573558308,0.0732542218165221,22.9281112082626,2.07696922135238,7.32542218165221
2023-05-07,900269,28,632652,14,267617,14,683456,14,3114742,261,3798198,275,-1,11337,0,19705,11378,"East TN",2455501,23.4982596219672,0.0716503463100072,11.1993438406256,1.14029682740915,7.16503463100072
2023-05-08,900385,116,632710,58,267675,58,683517,61,3115171,429,3798688,490,0,11337,1,19706,11380,"East TN",2455501,22.8873863215694,0.0774295496444562,19.9551944796602,4.72408685640934,7.74295496444562
2023-05-09,900526,141,632782,72,267744,69,683590,73,3116058,887,3799648,960,1,11338,1,19707,11380,"East TN",2455501,25.005080429615,0.077584148961566,39.0958912254566,5.74220902373894,7.7584148961566
2023-05-10,900618,92,632829,47,267789,45,683639,49,3116638,580,3800277,629,2,11340,0,19707,11382,"East TN",2455501,24.9643555429218,0.0783030303030303,25.6159537300127,3.74668957577293,7.83030303030303
2023-05-11,900706,88,632870,41,267836,47,683680,41,3117036,398,3800716,439,7,11347,7,19714,11383,"East TN",2455501,24.55710667599,0.0813752164234479,17.8782252583078,3.58379002900019,8.13752164234479
2023-05-12,900799,93,632919,49,267880,44,683731,51,3117742,706,3801473,757,0,11347,4,19718,11383,"East TN",2455501,24.8014559961491,0.0804765378069536,30.8287392267403,3.78741446246611,8.04765378069536
2023-05-13,900825,26,632934,15,267891,11,683747,16,3117996,254,3801743,270,0,11347,0,19718,11384,"East TN",2455501,23.7833338288195,0.0798429319371728,10.9957194071597,1.05884705402278,7.98429319371728
2023-05-14,900850,25,632951,17,267899,8,683764,17,3118181,185,3801945,202,0,11347,0,19718,11384,"East TN",2455501,23.6611591687399,0.0821990926074193,8.22642711202317,1.0181221673296,8.21990926074193
2023-05-15,900991,141,633008,57,267983,84,683822,58,3118747,566,3802569,624,0,11347,1,19719,11384,"East TN",2455501,24.6792813360695,0.0785879927853646,25.4123292965468,5.74220902373894,7.85879927853646
2023-05-16,901058,67,633036,28,268022,39,683854,32,3119104,357,3802958,389,0,11347,2,19721,11384,"East TN",2455501,21.6656397207739,0.0797583081570997,15.8419809236486,2.72856740844333,7.97583081570997
